budget,duration_planned,material_cost_index,weather_delay_days,labor_skill_rating,site_access_rating,project_complexity_rating,contract_type,trend,overrun_flag
1842577,23,1.0137034388184194,6,3,2,5,1,-1,1
1246851,8,1.8818175231183325,12,3,5,4,0,-1,1
3693474,23,0.9014112335922816,7,3,3,1,1,1,0
2076490,10,0.9196372441427696,11,2,5,1,0,0,0
1392550,8,1.0086517574286495,12,1,1,2,0,0,0
2217866,18,1.210783663784622,6,5,1,2,0,1,0
1708405,8,1.032449165303672,8,4,2,4,1,0,0
8995949,59,1.303083053500628,12,5,5,3,0,1,1
5548198,60,0.9053529025028363,12,4,1,5,0,0,0
3253417,21,0.8046020703841046,12,4,5,4,1,0,1
7944309,38,0.700446315147723,13,3,2,4,1,0,1
3424345,26,0.7,9,2,5,3,1,1,0
1949784,17,1.0204827451312357,16,2,3,5,0,1,1
8152820,60,1.0747549219016945,13,2,2,4,1,-1,1
4516943,48,0.9921407431292041,8,4,5,5,0,1,0
1754426,13,1.4608514492967903,10,2,1,5,0,1,0
2916214,18,1.4570075524020336,12,5,4,2,0,-1,0
1933087,23,1.0662992531388744,4,3,4,2,0,-1,0
1425909,6,0.7015197217020092,9,4,2,5,0,0,0
5698460,31,1.0083237229862367,13,2,4,5,0,0,0
10279374,60,1.0000446515207346,5,2,3,4,1,0,0
1412482,7,0.9857162594304854,5,5,2,3,0,0,0
4582620,55,0.9755702740254387,8,2,1,4,0,0,1
2212457,15,0.986634276068798,10,2,1,3,0,0,1
2440527,14,1.05336459602556,8,2,2,3,1,-1,0
2291148,11,0.9911147252961108,10,2,4,3,0,0,0
1946620,10,1.202080627156398,14,2,4,3,0,0,1
3365587,30,1.2400921789762152,7,3,1,3,0,0,0
1985596,9,0.9223387282043775,5,3,3,5,1,1,0
3844961,43,1.4677663315017582,9,3,4,5,0,-1,1
3171950,15,0.9049844245398464,9,2,3,5,0,-1,1
2832389,13,0.7455498465461656,10,4,4,5,0,-1,1
1896388,19,1.245194517841263,6,4,2,3,1,0,1
2312725,12,0.945647966396415,10,1,5,5,0,1,0
5143450,60,1.230322867689347,9,3,1,5,1,0,1
4415140,33,0.7,8,1,2,5,0,0,1
1818398,12,1.4981139853707668,5,4,4,4,1,0,0
3469771,22,1.3180733520101005,18,4,1,3,0,0,1
5131108,24,0.7748808627092495,21,5,5,1,1,0,0
1200629,7,0.7803057190384285,14,2,5,2,0,0,0
4529019,31,1.5680664760243819,16,3,4,5,0,-1,1
2196609,11,0.9656550241255103,11,2,1,3,0,1,0
4603646,21,0.941453787816844,7,3,4,5,1,0,0
2067900,28,0.7,9,3,5,3,1,0,0
1106896,6,1.0623054485996113,18,1,2,4,0,0,1
1231168,14,1.0930700962910618,7,4,2,1,1,1,0
3364705,17,1.3288732741923712,6,3,3,3,0,-1,0
3820277,34,0.800230392953881,9,4,5,3,1,-1,0
1900086,21,0.7699283019398475,9,2,5,4,0,0,0
4795341,35,1.2627406586941192,12,5,4,2,0,0,0
1206323,7,1.401682517806766,9,5,3,4,0,0,0
3141943,24,0.7572119122205292,10,5,3,3,1,1,0
1580718,20,1.4203785215749352,13,4,1,5,1,0,1
2210873,13,1.1593854603717053,14,4,4,2,0,1,1
3363320,16,1.4229513347686613,10,3,2,4,0,0,0
1950803,15,1.1324449096205957,11,2,1,3,0,1,1
2595440,25,0.7,14,4,3,4,0,0,1
5979070,43,1.11200815442099,12,4,2,3,0,0,0
2312558,29,1.4150359546678173,13,5,5,4,0,1,1
5397331,27,0.9265634952290713,8,3,4,5,0,-1,0
1659747,8,1.0530087577731368,11,2,3,1,1,1,1
4492332,28,1.1059666241122554,12,4,5,1,1,0,0
7763479,60,0.7,13,5,3,4,0,1,1
741932,6,1.567836893859369,6,2,2,4,1,0,1
2026585,13,0.9246560800257063,11,3,1,3,0,1,0
4621561,23,1.2764338581181995,16,3,2,3,1,-1,0
2894065,17,1.1283247159629477,14,2,4,1,0,0,0
4084408,21,1.4644047640898399,10,1,4,2,1,1,0
2275269,14,1.25151403060702,9,3,3,3,0,1,0
3443344,26,1.0912689321197562,7,4,2,5,0,-1,1
2977497,13,0.9266212268701799,11,1,1,3,1,0,0
6587399,43,1.3494626753455345,3,3,4,4,0,0,1
3808144,23,0.7,4,4,1,5,0,-1,0
4003027,38,1.3114726050689731,11,5,5,3,1,0,1
2553240,15,0.8752388121112817,11,5,3,4,1,1,1
2439823,15,1.46307091548916,8,3,1,5,0,0,1
2521753,25,1.1903248856656736,11,5,3,3,0,0,1
4141925,52,1.311030941962527,12,1,5,3,0,1,1
2539326,15,1.1704972034561798,9,4,1,5,1,-1,0
3889786,21,0.7119057262147508,8,3,1,5,0,0,0
11355814,60,0.9348177091511654,13,2,5,3,1,1,1
5513305,53,1.3180973344028455,9,3,2,2,0,1,1
2688209,15,1.191663954339961,8,2,1,3,0,1,0
6720871,60,1.445247476326418,10,4,1,3,0,1,1
2559070,18,1.250818640759293,8,3,4,3,0,-1,1
962342,10,0.908324527324335,12,3,2,4,1,0,1
1785391,18,0.9509839655698414,11,2,1,5,0,1,0
1063977,10,1.1757293476308093,8,2,5,3,1,-1,1
2647408,20,0.7,5,5,3,5,0,-1,1
3305343,42,1.5683604714057462,13,4,5,2,0,1,0
8938357,60,1.2604366840943892,12,5,2,1,0,1,0
3977469,27,1.456758649262218,10,2,4,4,1,0,1
2866320,20,0.7548490147977076,6,2,4,2,1,1,0
5377011,42,1.4611412900888139,9,3,4,3,0,1,1
867454,6,1.707874727756937,6,3,5,5,1,1,0
3765415,41,0.8197804111556706,11,2,3,3,0,1,1
5191426,35,1.3428504487259416,9,4,3,4,1,0,1
1346269,16,1.1502774861718232,9,3,1,3,1,1,1
6493111,60,0.7638915379379388,10,2,3,1,1,0,0
4005175,25,1.2732209929629674,8,3,3,4,1,1,1
2548020,16,1.358400801209337,10,3,1,5,1,1,1
4778652,23,0.9997183618327882,9,4,5,3,1,-1,0
12767529,60,1.4414791300638057,12,3,5,4,0,0,0
3645921,17,0.7333091483027006,10,3,2,5,0,0,1
3794003,49,0.7763109633875889,8,2,5,4,1,1,1
2481524,29,1.184149348897188,10,5,4,2,1,1,0
1963213,25,1.1563463194930679,12,5,4,4,0,0,1
5380013,55,0.9708566278939736,10,4,2,4,0,0,0
1955877,12,1.3523986089929714,11,1,3,4,1,1,0
3412445,20,1.2827235785539872,16,3,2,3,1,0,1
2454431,31,1.3645347677335038,8,3,1,2,0,-1,1
4357407,20,1.119215891161933,13,5,2,4,0,0,0
3993574,20,1.300645066994585,8,5,2,3,0,1,0
6092225,53,1.0385874242425013,8,4,4,4,0,1,0
2407236,29,1.6634546725216488,6,1,1,5,1,0,1
2780315,29,0.9468635574695035,4,5,1,5,1,-1,0
1817080,20,1.676324357364578,15,3,2,3,0,0,0
2504060,28,1.1587219867723522,8,4,1,3,0,1,1
4099519,27,0.8061222776078143,11,3,1,4,1,0,0
5148382,48,1.4920198376221503,11,3,5,4,0,0,1
1879846,15,1.1814753470987396,10,3,1,5,0,-1,0
5508283,25,1.3627810245950593,5,2,3,4,1,1,1
7373350,42,1.4559639796356483,4,3,1,3,1,0,1
4189370,19,1.2344888885362562,7,4,4,4,0,0,1
10080137,60,1.0019397887967962,13,1,5,4,1,1,1
2054876,16,1.3939283444173125,8,2,4,4,0,1,1
1549134,10,1.1501888768636488,10,2,4,4,0,0,0
1124408,13,1.3214644546521046,5,3,3,2,0,0,0
8021424,60,0.7,5,5,5,1,0,0,1
4840939,28,1.2617454292524628,5,2,2,3,0,-1,0
3161791,19,0.9903535437137424,13,2,1,3,0,-1,0
3866967,29,1.5633274092946325,13,5,3,2,1,0,0
1663952,11,1.3057718369722737,8,4,3,5,1,-1,1
14181533,60,1.209964436462324,10,1,2,3,0,1,0
3532557,47,1.2715774983375554,13,4,3,5,0,-1,1
3490783,29,0.9003897867808204,13,4,2,2,0,0,1
5052834,52,1.5558141726320134,11,4,2,2,0,0,1
4362716,51,1.647842604604226,16,3,2,3,0,0,1
3739006,17,1.248228377637054,8,5,3,2,1,0,0
2034407,12,1.5476008921434095,12,1,2,5,0,1,1
4337813,24,1.0077129503318665,12,2,3,1,0,0,0
10111810,60,0.9507216084437548,7,3,5,3,0,1,0
7328284,56,1.1602311871822306,8,3,2,5,0,0,1
8502850,60,1.2587352595919745,13,5,3,3,1,-1,0
2405505,28,1.0515033296892198,5,3,3,2,0,0,1
1805299,18,1.2844420475921208,9,1,3,3,0,0,0
3031377,15,1.2265973705183535,10,3,1,3,1,1,0
3380164,19,0.9004233061772362,5,3,1,2,0,1,0
6302865,41,1.2796982543629303,16,5,2,3,0,-1,0
1184132,8,1.3658820606303803,8,3,5,5,1,-1,0
8184315,39,1.1928673293975975,15,3,2,5,1,0,0
2973336,36,1.438162025815423,11,4,4,1,0,1,0
2530358,22,0.845649051625762,8,4,4,2,0,-1,0
1781092,14,1.2669876055329627,12,3,5,3,1,0,0
1211156,6,0.8574298234008062,9,2,5,4,0,0,0
5356933,24,0.8714796604417281,6,4,5,3,0,0,0
3416033,32,0.9922672915655524,7,4,1,5,0,0,1
1507590,7,0.9144849541064387,13,4,1,4,0,0,0
1502968,7,1.0130010453147156,15,5,4,2,0,0,1
2672511,25,1.0964624223222028,8,4,5,4,0,-1,1
8898674,60,1.359288621582846,7,4,3,2,1,-1,0
2797523,21,1.0697102403235743,13,5,4,3,0,-1,1
1326579,6,0.7535935733076018,12,2,5,2,0,0,0
2820865,29,1.43501696162379,8,3,3,2,0,0,0
2775567,14,0.94072746659624,10,3,5,4,1,0,1
648143,6,1.1353198932238426,4,3,2,4,0,0,0
3164238,17,1.2616341267351778,11,4,3,2,0,0,0
2846040,21,1.1999026046006955,7,4,2,5,0,0,0
4964006,31,1.4235448868803688,10,4,1,3,0,0,0
9913159,50,1.2697507858481896,6,5,4,2,1,0,0
6426489,33,0.9346726050757229,13,2,5,2,0,-1,0
2781961,13,1.6946405434979153,11,4,4,4,0,1,0
1682993,21,1.1985833658345582,11,3,5,5,1,-1,1
15309986,60,1.1131649433446233,14,3,2,4,0,1,1
3387257,37,1.3909813557638926,8,2,3,5,0,1,1
3296452,24,1.212362736482518,3,4,3,3,0,0,0
3222039,21,1.2498070482348318,9,3,5,3,1,1,0
3681573,28,1.7730459996501717,15,4,2,4,0,-1,0
2997783,20,1.0812196429362382,10,3,5,4,0,-1,0
2317044,10,1.070559776495651,8,2,5,3,0,0,0
2354607,26,1.179144628003116,10,3,5,5,0,0,1
3205401,18,1.4178789838952595,10,3,3,1,1,0,1
2359464,18,0.7733664924524002,13,5,5,3,1,0,0
2131406,23,0.7,18,1,3,4,1,-1,1
3484580,37,1.003221182344963,13,5,1,4,1,0,0
2805279,13,0.7415192602351781,11,5,2,3,1,0,0
8059771,39,1.0437921631185902,10,5,1,3,0,0,0
666248,6,1.2756249240323225,12,3,5,3,0,1,0
6292720,28,0.927312784111934,9,5,3,4,0,0,0
6904273,60,0.7932933558046643,11,3,2,4,0,0,1
942193,7,1.1673342904288369,6,1,4,4,0,0,0
2661465,15,1.3656358711537924,5,2,2,3,0,1,1
2615943,18,0.7262566403708468,13,5,2,5,0,-1,1
1404922,10,1.355058099576496,6,1,5,5,0,1,1
2049917,16,1.3543265509345814,10,3,1,3,1,0,0
1678908,10,1.388521275539157,8,1,1,2,0,0,0
9354445,59,1.4546200537179215,14,2,4,3,0,1,1
5731036,60,1.7005034811649038,10,1,5,3,1,1,1
7010594,49,1.0609769878452362,7,4,2,5,0,0,0
5040436,32,1.1773928950194645,15,3,1,4,0,-1,1
1660399,10,1.0458903916879936,6,5,1,5,0,1,1
2386379,23,1.1504942111889527,12,4,3,3,1,0,0
4384669,24,1.5332183389090779,8,5,2,4,1,0,1
1570215,21,0.8137463790173327,7,3,5,3,0,-1,1
5014273,40,0.934737581958606,9,3,1,2,0,0,0
2830049,15,1.4942952341261402,8,3,5,4,0,1,0
2610644,16,1.4050091267255223,7,3,2,2,0,0,0
5008144,45,1.0592170882957304,10,4,2,4,1,1,0
4267582,24,1.3636005002801799,12,3,1,4,1,-1,0
2632436,16,1.2353039606230083,8,4,4,5,0,-1,1
6554077,34,1.5250686522502468,12,4,5,2,1,0,1
1708902,9,1.168627398456693,7,2,5,4,0,1,1
4730594,29,1.4064080284681455,8,4,3,5,1,1,1
4666224,32,1.810502977623155,7,2,2,5,1,1,1
2714917,30,1.2995247887618664,12,3,2,4,0,-1,0
3975574,36,1.1623320414487108,9,4,1,4,1,1,1
1543143,11,1.3306117463052447,7,5,1,3,0,1,1
5691111,35,1.0586797854490286,13,1,1,4,0,-1,1
2925742,19,1.7469919263811828,8,1,3,4,1,0,0
2388954,21,1.1950177594239952,11,1,4,4,0,0,1
6134293,60,1.0817666699436217,13,3,1,4,0,0,1
2142306,14,0.9410777487449908,7,4,1,3,1,1,1
1404122,12,1.4243050479016095,7,4,1,2,1,-1,0
1284682,7,1.3667968532069346,6,4,3,4,0,0,1
4702505,60,1.0256614071464767,13,4,5,3,0,0,1
1516237,9,1.2941128362806056,9,3,4,3,0,0,1
9368621,44,0.7728610079467858,11,1,5,1,0,1,1
937378,9,1.196242643768289,11,1,2,3,1,0,1
9046367,60,1.2631890880191736,7,4,2,5,0,0,0
3710252,44,1.5768324523898056,3,4,1,4,0,1,1
3084722,18,0.9572952993178275,6,4,5,1,0,1,1
2357349,15,0.8304118427994188,12,3,3,3,0,0,0
4153582,31,0.9261430097687395,7,3,4,3,1,0,0
3196027,21,0.8158578749212699,4,5,5,3,0,0,0
6337412,30,1.4841643394397457,17,1,5,3,0,1,0
3500920,35,1.5371598237560091,7,4,4,5,1,1,0
3577522,48,1.230054144487207,11,3,5,1,0,0,0
2628260,13,1.455323736421287,11,1,5,4,0,0,0
3159210,20,1.1834895951450588,10,4,4,5,0,-1,1
3932087,19,1.1262220880748084,8,3,3,5,0,-1,1
1171621,7,1.0667405952365594,11,4,4,2,0,0,0
1455832,7,1.0724022521556085,12,4,1,4,0,0,1
5106161,37,0.763049610922742,14,3,1,1,0,-1,0
3621936,19,1.2160636909018347,13,4,1,3,1,1,0
2927355,14,1.139916522446489,9,3,1,2,0,0,0
3305374,21,1.3363401810194688,12,2,2,5,1,1,1
4027067,41,1.1733808741096523,11,4,3,2,1,0,0
2364658,21,1.1093240746077269,5,3,2,4,0,1,0
2049317,20,0.9322017424980922,11,1,5,4,0,0,0
3676630,34,1.1680383092054403,9,5,5,5,0,0,1
1817506,15,1.3345593077040405,7,3,4,4,0,0,0
4176364,27,0.8641652522290347,7,4,1,3,1,0,1
1176965,7,1.1718684384201847,14,4,4,3,0,1,1
6061654,45,1.2082607378823709,9,3,5,2,1,0,0
4340753,26,0.9704838040954338,4,3,1,4,1,0,0
3811821,46,1.0030359237729998,12,3,3,4,0,0,1
5894997,60,1.2076527121915535,10,3,5,4,0,1,1
8879756,60,0.8666447454268442,8,4,4,1,0,-1,0
6008117,40,1.237480928812348,10,4,4,4,1,-1,0
1083249,10,0.9261614065852,13,2,5,4,1,1,0
1517012,13,1.415713423258304,8,3,2,5,0,-1,0
2247005,17,1.7344569363470748,7,5,3,4,0,-1,0
3320595,17,0.9348107995745449,15,3,5,3,0,0,0
4459714,60,1.2835519655936687,5,4,5,3,1,0,0
2114975,12,0.9683145237794951,6,4,4,2,1,0,0
3656657,21,1.4102385434494473,16,3,1,4,0,0,0
2077696,10,0.8336853977286962,8,3,1,4,0,1,0
2265009,10,1.270146689606928,9,4,1,3,0,1,0
1405640,19,0.9317527582776617,11,3,4,2,0,1,0
1878642,20,1.0982538527254078,10,3,1,2,1,0,0
1452779,7,0.8922436812131731,4,4,5,5,0,-1,0
1820234,13,1.3555876177239383,12,4,2,3,1,1,0
6151368,39,0.9407549113901031,9,2,2,3,0,-1,1
1849379,10,1.2879910648329569,9,2,2,3,0,1,1
15861878,60,1.0639754929344167,8,2,1,3,0,-1,0
4395055,20,1.1213819070502842,6,3,2,4,1,1,0
3652424,16,1.186938976850032,9,3,1,5,1,1,0
1953211,10,0.9595438320852877,8,3,5,2,0,0,1
4976243,44,1.2025917783852216,8,1,5,4,0,0,0
2314298,11,1.5325836410886027,12,3,4,3,0,0,1
3517305,45,0.9554763035418213,10,3,4,5,0,0,1
15188524,60,1.4429525358184612,8,3,3,3,1,-1,0
3085931,15,1.524524408371946,12,3,5,1,0,0,0
6514649,60,0.9459612527429889,9,2,1,4,0,0,0
2143807,20,0.7862363487273619,8,5,3,2,1,0,0
3201105,35,1.2254902250429411,4,2,5,1,0,0,0
9459029,47,1.0131481193082816,11,4,1,4,0,0,0
2244110,15,1.6171508047907506,8,5,5,4,0,-1,1
9698377,56,1.158701885124958,8,3,5,3,1,1,0
4998513,47,0.9494501479912051,12,4,1,4,0,1,0
2332660,12,0.863210122247072,12,2,5,4,0,0,1
4777579,25,1.4224762397727075,9,3,5,4,1,-1,0
5859252,50,1.0072040064789534,11,3,5,4,0,1,1
4747297,36,1.160957199865107,12,1,4,4,1,-1,1
1274245,12,1.38895068627812,11,3,2,2,1,-1,0
2113207,9,1.0289354120172924,10,3,5,3,1,0,1
2817861,16,1.1385177928149597,12,4,1,3,1,0,0
3126234,14,1.1458578975443698,16,5,5,3,0,-1,0
4744057,41,1.3208311278790228,10,1,4,4,0,1,0
3636821,19,1.2976860838775814,7,3,4,3,1,0,1
1467092,7,1.0949715671862927,10,3,5,2,0,1,0
4106652,23,1.1659122653741294,6,3,3,3,0,-1,0
4715433,21,1.057055247119128,12,4,2,3,1,1,1
4573888,35,0.7805968982701388,6,3,1,4,0,0,1
6252353,60,1.2144002143495323,12,1,1,3,0,-1,0
5391602,31,1.623047940208267,11,4,1,4,1,1,1
4305948,24,0.9290702148272342,11,4,1,3,1,1,1
3134250,20,0.9567425725993242,7,3,4,5,1,-1,0
1206728,11,0.9323180570890646,11,3,2,5,1,1,1
4230246,29,1.3311479446807806,7,2,5,4,1,0,0
3702847,31,1.26212136354911,7,2,5,5,1,1,0
3847550,28,1.1103655768958858,12,2,3,4,0,1,1
1519589,9,0.9204952345902586,10,3,5,5,1,-1,1
1708909,9,1.173094197909981,15,5,2,5,0,-1,1
6149563,58,0.7588444681660489,5,3,5,5,0,0,0
3192346,24,1.1858566417143732,6,2,4,4,0,1,0
4920400,44,1.3678810965219834,6,2,5,4,0,0,0
3325035,33,0.8372002158415804,11,3,1,4,0,0,1
3327905,17,0.766870430792584,9,3,1,3,0,-1,0
5740002,27,1.5448594729237148,7,3,1,3,0,1,1
2398545,19,0.9970600901238537,6,3,1,5,0,0,0
3463092,18,1.4339869614859553,9,3,4,2,0,1,1
2477188,12,1.111500583700542,13,2,4,4,1,1,1
2518822,12,1.109511295764668,8,1,4,3,1,-1,1
2715527,27,1.2596031748741612,12,1,5,3,1,0,0
3735081,17,0.9290002858133898,6,2,1,5,0,1,1
2452824,19,1.1831242858739113,10,1,3,5,1,-1,0
6944452,57,1.0546276462939768,13,3,3,4,0,1,0
1911188,24,0.819876639148742,6,4,1,3,0,1,1
2922286,20,1.2343705186815996,10,4,2,3,1,0,1
2510923,29,1.084173048280521,9,3,5,3,1,0,0
7788717,60,1.1107437928888229,8,4,3,3,1,0,0
3678195,31,0.8474597641464605,13,2,4,2,1,0,0
6071442,31,1.547850091940701,12,4,2,4,0,-1,1
1340648,6,1.369178546596529,10,3,4,3,1,0,0
3837110,33,1.3910389710429945,12,3,2,4,1,0,1
5574863,28,1.0736388243895794,7,3,2,3,1,0,0
3434460,17,0.7177042776241449,10,1,5,3,1,0,1
6195217,33,1.6382293456223775,8,5,4,2,0,1,0
2396756,26,1.134725622998533,8,2,4,5,0,0,1
7614831,43,0.9628000509949864,9,3,3,4,0,0,1
12985434,60,1.2542003936207784,6,3,1,1,0,1,0
2629480,15,1.4417801970008242,6,1,1,4,0,0,0
2502243,20,1.1442373609786334,16,2,3,5,0,1,1
7818714,53,1.4696437919848435,13,1,2,4,1,-1,1
8433675,50,1.420749984629217,9,2,3,4,1,1,1
2388757,16,0.8809047031494853,8,4,3,2,1,0,1
2540541,28,0.9815524735851309,9,3,4,4,0,1,1
2760518,23,1.3893842908199419,8,2,3,4,0,1,1
1459099,7,0.7,15,3,2,4,1,0,1
1883813,9,1.1126360767087526,7,5,1,5,0,0,0
1789622,19,0.7922921995938319,14,2,5,3,1,1,1
2062277,9,1.0308615496416187,9,2,3,3,1,-1,0
3201689,26,1.0752949777426988,9,5,3,5,0,1,1
3762254,22,1.060438905523123,16,2,4,4,1,-1,1
8287842,45,1.0119346869718477,5,3,4,1,0,1,0
1795847,9,0.8757140875927965,7,2,3,3,1,0,0
5900770,27,1.7229778167046714,14,5,3,5,0,0,1
2875124,24,1.6168655010403377,8,5,2,1,0,-1,0
3173424,15,0.8594835449359292,13,4,1,1,1,0,0
4900715,54,1.5455291878258917,10,3,1,3,1,0,0
1666717,9,1.0501336273817867,10,3,5,5,1,0,1
4112105,22,1.1822968683329276,10,2,1,5,0,-1,1
3612358,21,1.1341815100257708,8,4,5,4,1,1,1
4392770,40,0.9850628396865084,11,5,4,4,1,-1,0
3888372,19,1.3959630859015366,9,3,5,3,1,1,0
14263010,60,1.1814716326441643,18,4,5,3,1,0,1
2229651,28,1.0308621441951895,11,2,1,5,1,0,0
2377123,13,0.8238526390498817,10,3,3,2,1,0,0
2249268,15,0.9266012465702198,10,3,4,3,0,0,0
2342463,11,0.7396549710994758,5,3,2,4,0,0,1
2230123,17,1.1530558871037924,8,3,5,2,0,-1,0
6671864,60,0.8508336019289009,17,1,5,4,1,0,1
7665977,39,1.0836098718703646,12,4,5,4,1,-1,0
2321101,15,1.4925254634025926,9,4,3,4,1,-1,0
1983922,20,1.4498248932303963,10,5,2,3,0,-1,0
4337676,24,1.1419307764743454,15,4,1,3,0,0,1
2347041,16,1.1282288184642124,14,3,4,4,0,0,0
4779082,29,1.619968637355252,14,2,3,5,0,0,1
3692276,26,1.2801890300896777,11,5,2,3,0,0,1
1316587,6,1.068048385030869,14,3,4,5,1,-1,1
8272961,42,0.7934954707198869,9,4,1,4,0,0,1
9602428,54,1.2484683045411857,14,4,4,5,0,0,1
2263282,26,1.3573309431457155,9,4,5,2,0,0,0
2590545,13,0.992087118871589,9,1,5,3,1,1,1
3880673,22,1.222800688784508,11,2,3,2,1,0,0
3995479,22,1.0591066762712427,9,4,4,3,0,0,0
4853091,38,1.1039919002002492,10,4,5,5,1,0,0
10920176,54,0.7,11,4,3,2,0,0,0
2939739,16,1.0945546490709661,10,3,3,4,0,1,0
2024881,23,1.3923423256020135,6,3,3,1,0,1,1
1428889,10,0.9921493611083604,8,4,1,4,0,0,0
2108404,10,1.163131592053829,8,4,5,2,1,1,0
3204683,41,0.9610123233270198,10,3,5,2,1,0,1
9594827,44,1.240110419073193,14,2,2,3,1,0,0
2396292,13,1.0958692006159565,9,5,1,4,0,-1,1
3738790,22,0.9151896148294982,11,3,5,2,0,0,0
3236963,29,1.4831378669162818,9,4,5,3,0,1,0
6669370,60,1.3822330033830537,13,2,2,1,0,1,0
14889390,60,0.9987733090179562,4,3,4,5,0,0,0
2377306,20,1.2744470773544443,9,4,4,4,0,0,0
2437141,13,1.2843530007050952,11,1,1,4,1,0,1
6116475,47,1.3105753087527938,13,3,3,4,1,1,0
4921554,54,0.7264360260012305,4,3,2,2,0,0,0
9899792,60,1.401651635258157,7,4,2,4,0,0,0
4640612,30,1.0075752592685672,17,2,5,2,0,0,0
2635081,12,1.0605430166396832,10,2,5,3,0,1,1
4659379,37,1.80947043806505,15,5,2,4,0,1,1
6357985,51,1.2254683451802528,4,3,3,4,0,-1,1
5348299,43,1.053419381138206,9,2,4,2,1,-1,0
4432012,29,0.7,9,2,1,1,1,1,1
6199658,45,1.4974410334865889,20,5,4,4,0,1,1
6593384,32,0.8136975822978493,17,2,1,4,1,0,1
7491618,51,0.899140274125124,6,3,3,2,0,0,1
4824539,33,1.0671619252280375,11,3,2,2,1,1,0
2957128,32,1.5041029479250732,12,4,3,5,0,1,1
3569828,16,1.3433099966664397,14,4,2,4,0,1,1
6742257,60,1.110540622539935,17,3,5,5,0,0,1
2002363,24,1.2270730159097052,10,1,1,3,0,1,0
4078353,24,0.9999035767822235,7,4,5,3,0,-1,1
2581798,16,1.1849134223913376,8,3,2,3,1,1,0
3325886,25,1.168334186194534,9,5,1,4,1,-1,0
7039664,52,1.3921924739203382,10,3,1,2,0,0,1
3666174,19,1.3917945306097372,11,4,5,2,0,0,0
3361379,33,1.2734943455514112,9,1,1,2,1,1,0
1445674,7,1.0594131106134743,9,4,2,4,1,0,0
5115328,30,1.3354555735975315,6,3,2,3,1,-1,1
4815211,36,1.1270078834492383,16,3,5,4,0,1,1
11970463,60,0.8795214078217166,8,2,3,5,1,0,1
2717799,25,1.0491780520222653,13,2,2,4,1,0,0
3728401,20,1.171131745946081,13,2,2,3,0,1,0
3796652,25,1.3775539459161863,9,3,1,5,0,0,1
8422960,60,1.1041179569607116,11,4,1,3,1,1,1
3087346,19,0.8477003221900984,15,3,2,2,1,0,1
3864770,17,1.1641854208242048,9,4,5,5,0,1,0
4707831,34,1.178364010014138,7,1,3,1,1,1,0
3656311,17,1.1964594072256882,17,3,1,4,0,0,0
2500846,20,1.3799678789886074,13,3,1,3,0,1,1
3672760,46,1.4047308100224745,8,5,3,4,0,0,0
6225591,60,1.0014472819045832,10,4,1,4,1,1,1
1765758,13,0.9959641354877641,7,3,5,3,0,1,0
3540511,34,0.8899503222611316,12,4,1,4,0,0,1
2147741,30,1.324703917570119,7,2,1,4,0,0,0
6696047,32,1.5122050270844287,6,3,2,3,0,1,1
1310720,6,1.0712295180227691,6,1,5,3,1,-1,0
2337627,12,1.0896423588187516,8,3,5,3,0,0,0
4099301,43,1.516695639224744,7,2,2,5,1,0,1
8362888,60,1.2763894633037518,7,4,4,4,1,-1,1
3142564,39,1.2590589262002636,12,3,3,5,0,1,1
2342853,13,0.8522708735065683,9,4,5,2,1,0,1
10106549,48,1.3196820173198547,19,3,4,2,0,0,1
1371192,10,0.9177159148725603,7,1,3,2,0,1,0
873895,9,0.8664949535162604,5,4,5,2,1,0,0
4256716,28,1.0633071058083219,11,4,1,4,1,0,1
2418764,19,1.0035518191378274,8,5,5,5,0,1,1
1771363,14,1.09460007640374,18,3,3,3,0,1,1
5000327,30,0.7897545913687702,11,4,4,5,1,1,1
3783955,21,1.389704076616918,4,4,1,1,1,-1,0
2330405,26,1.431921573629107,5,2,3,5,0,-1,1
1516351,20,0.7,6,2,3,2,0,0,0
5517715,25,1.3946144514166374,12,1,5,5,0,-1,1
4828858,46,0.9473678425445933,12,3,2,2,0,0,0
3080167,39,1.3642438842456963,11,3,2,5,0,0,1
9899375,60,1.132888376833396,16,5,1,3,0,0,0
1720196,22,1.1571938910202495,14,3,3,3,0,0,0
1308883,10,1.1037255876446952,17,4,4,3,1,0,1
2158351,11,1.4530323010583714,9,4,1,3,0,0,1
3180816,26,0.8401029968687428,16,2,1,4,0,-1,1
3782908,27,1.301960084683752,12,1,5,5,0,0,1
2828503,16,1.4253325412223874,8,3,4,4,0,0,1
4037891,27,1.3290850201351025,7,4,3,4,0,1,0
1542748,7,1.7311747285808543,6,5,3,2,1,1,1
7773715,38,1.0177633093188252,15,3,3,4,0,1,1
3111791,43,1.3893262056483828,10,4,1,3,0,0,0
6390847,34,1.1234773411646448,10,3,5,5,0,-1,0
4015350,28,1.4583515190881673,8,4,1,3,0,-1,1
4299683,19,1.1480777510696576,9,3,2,4,0,1,0
4601350,32,1.0530310545343826,11,1,2,3,0,0,0
4276413,19,1.4765180509679072,10,1,3,3,0,0,1
4807239,26,1.0271095152452674,9,1,5,3,1,-1,1
7257104,60,0.7968185602748609,7,3,3,3,1,-1,1
3678121,24,1.0207882792065428,13,4,3,3,0,1,1
5002269,22,1.304758236647133,8,2,1,1,1,0,1
